Plarity,Text
Neu,میں يونورسٹي آف ڈرہم کے ماہرین نفسیات رسل ہل اور رابرٹ بارٹن نے تحقیق شروع کی کہ کیا انسانوں میں بھی ایسا ہوتا ہے کیونکہ انسان بھی ’غصے میں لال‘ ہو جاتے ہیں۔
Neu,ہل اور بارٹن نے سنہ 2004 میں ہونے والے اولمپکس میں کھلاڑیوں کے لباس پر تحقیق کی۔
P,باسکنگ اور تائكونڈو کے کھیل میں کی جانے والی اس تحقیق میں پایا گیا کہ سرخ رنگ کے کپڑے پہننے والے کھلاڑیوں کے جیتنے کا امکان پانچ فیصد زیادہ تھا۔
P,ہل کہتے ہیں: ’سرخ رنگ کے کپڑے آپ کو اچھا کھلاڑی نہیں بنا دیتے ہیں لیکن جب آپ کا مقابلہ برابر کے حریف سے ہو تو یہ جیت اور ہار کے توازن کو متاثر کرتے ہیں۔‘
P,فٹبال کے میدان پر تحقیق سے پتہ چلا کہ اگر گول کیپر نے لال رنگ پہنا ہوا ہے تو پینلٹي شوٹ آؤٹ میں اس کے خلاف گول کے امکانات کم ہو جاتے ہیں۔
P,یونیورسٹی آف روچسٹر کے اینڈریو ایلیٹ کہتے ہیں کہ سرخ رنگ پہننے والے اپنے آپ کو زیادہ ڈومینینٹ یا غالب سمجھتے ہیں جس سے دل کی دھڑکن اور ٹسٹسٹرون کی مقدار بڑھ جاتی ہے۔
P,بعض فیشن ماہرین کے مطابق لال ٹائی پہننے سے دفتر میں اثر و رسوخ اور بااختیار ہونے کا احساس ہوتا ہے۔
N,مگر سرخ رنگ کی وجہ سے پیدا ہونے والی جارحیت کے منفی اثرات بھی ہو سکتے ہیں۔
N,زبانوں کی قاتل معاشی ترقی۔
N,سائنسدانوں کا کہنا ہے کہ معاشی ترقی کی وجہ سے دنیا میں کچھ زبانیں دم توڑ رہی ہیں۔
N, تحقیق کے مطابق اس خطرے کا سب سے زیادہ سامنا شمالی امریکہ، یورپ اور آسٹریلیا جیسی دنیا کی ترقی یافتہ ترین اقوام میں بولے جانے والی اقلیتی زبانوں کو ہے۔
P,رائل سوسائٹی میں شائع ہونے والی ایک تحقیق میں کہا گیا ہے کہ متروک ہوتی ہوئی زبانوں کو بچانے کی کوششوں کا مرکز ترقی یافتہ ممالک ہونا چاہییں۔
N,تحقیق کرنے والے سائنسدانوں کی ٹیم کی سربراہ اور برطانیہ کی کیمبرج یونیورسٹی سے منسلک ڈاکٹر تاتسویا امانو کا کہنا ہے کہ ’ہم دنیا کی کئی زبانوں کو بڑی تیزی کھو رہے ہیں جو کہ نہایت تشویشناک بات ہے۔
Neu,’اس تحقیق کے ذریعے ہم جاننا چاہتے تھے کہ دنیا کےمختلف علاقوں میں زبانوں کے ختم ہونے کے اسباب کیا ہو سکتے ہیں۔‘
N,ڈاکٹر تاتسویا امانو نے کہا کہ دنیا بھر میں تقریباً 25 فیصد زبانیں ایسی ہیں جنھیں متروک ہو جانے کے خطرے کا سامنا ہے۔
N,تحقیق میں معلوم ہوا ہے کہ کوئی ملک معاشی طور پر جتنا زیادہ کامیاب ہوتا ہے وہاں اتنی ہی زیادہ تیزی سے زبانیں ختم ہوتی جاتی ہیں۔
N,شمالی امریکہ میں ’اپرتنانا‘ جیسی زبانیں بولنے والوں کی تعداد 25 افراد تک گِر چکی ہے۔
N,یورپ میں ’اُمی سمین سکنیڈے نیوین‘ اور قدیم فرانس میں بولی جانی والی زبان ’اوورگناٹن‘ بھی تیزی سے ختم ہو رہی ہیں۔
P,ڈاکٹر تاتسویا امانو کا کہنا ہے کہ ’جب معیشت ترقی کرتی ہے تو ہوتا یہ ہے کہ صرف ایک زبان اس قوم کی سیاست اور تعلیمی میدانوں میں حاوی ہو جاتی ہے۔
N,’یوں لوگ مجبور ہو جاتے کہ وہ یا تو حاوی ہو جانے والی زبان بولنا شروع کریں اور یا خود معاشی اور سیاسی لحاظ سے متروک ہو جائیں۔‘
N,تحقیق میں یہ بھی دیکھا گیا ہے کہ ترقی یافتہ ترین ممالک کے علاوہ ہمالیہ کے پہاڑی سلسلوں میں بولی جاننے والی بولیاں بھی ختم ہوتی جا رہی ہیں۔
N,کیا موبائل فون کے استعمال سے کینسر ہوتا ہے؟
Neu,آج کل پاکستان میں ٹیلیوژن پر سب سے زیادہ اشتہارات موبائل فون کمپنیوں کے آتے ہیں۔
P,ہر کوئی اپنی اپنی کمپنی کے فون اور سروس کی تعریفوں کے پل باندھتا نظر آتا ہے۔
Neu,بہت سی کمپنیاں تو صارفین کو سارا دن اور ساری رات موبائل فون استعمال کرنے کی ترغیب دیتے رہتے ہیں۔
N, پہلے تو صرف والدین ہی تنقید کرتے نظر آتے تھے، لیکن بعد میں عدلیہ بھی اس پر معترض نظر آئیں۔
P,موبائل فون کے زیادہ استعمال پر تنقید کرنے والے عام طور پر اس کے سماجی اور اقتصادی پہلووٴں پہ توجہ دلانے کی کوشش کرتے ہیں۔
N,مثال کے طور پر یہ کہ اس سے وقت اور پیسے برباد ہوتے ہیں۔
N,گاڑی چلاتے ہوئے موبائل پہ بات کرنے سے حادثات کے امکانات بڑھ جاتے ہیں۔
N,کچھ لوگ موبائل فون کے زیادہ استعمال کو انسانی صحت کے لئے مضر قرار دیتے ہیں اور کہتے ہیں کہ اس سے سرطان تک ہو سکتا ہے۔
Neu, کان، ناک اور حلق کے امراض کے ماہر پروفیسر ڈاکٹر کلیم اللہ تھہیم نے وائس آف امریکہ سے بات کرتے ہوئے کہا کہ موبائل فون ایمرجنسی کی صورتحال میں یا کسی ضروری بات کے لئے مختصر دورانئے کے لئے استعمال کیا جانا چاہئے۔
N,لمبی باتوں کے لئے نہیں۔
N, ان کا کہنا تھا کہ موبائل فون سے خارج ہونے والے برقی مقناطیسی اثرات انسانی صحت پر مضر اثرات مرتب کر سکتے ہیں، خاص طور پر بڑھتے ہوئے بچوں میں۔
N,ڈاکٹر صاحب کا مزید کہنا تھا کہ موبائل فون کو کان پہ چپکا کر زیادہ دیر بات کرنے سے کان اور دماغ متاثر ہو سکتے ہیں۔
P,اس لئے موبائل فون کو کان سے دور رکھ کر بات کی جانی چاہئے۔
P,ہو سکے تو اسپیکر فون یا ’ہنڈس فری‘ آلے کا استعمال کرنا چاہئے۔
P, فون ملاتے وقت اور کسی کا فون اٹھاتے وقت کال مل جانے تک موبائل فون کو خصوصی طور پر کان سے دور رکھنا چاہئے، کیونکہ اس وقت موبائل سے بہت زیادہ تابکاری خارج ہو رہی ہوتی ہے۔
N,بچوں میں سرطان کے مرض کے ماہر ڈاکٹر محمد شمویل اشرف نے وی او آے سے بات کرتے ہوئے کہا کہ ابھی تک اس سوال کا کوئی حتمی جواب نہیں مل سکا کہ موبائل فون کے استعمال سے سرطان ہوتا ہے یا نہیں۔
P, لیکن،  جب تک یہ تنازعہ حل نہیں ہوتا تب تک سب سے بہتر یہ ہے کہ موبائل فون کا استعمال کم کیا جائے۔
N,موبائل فون سے خارج ہونے والی تابکاری اور اس کے ممکنہ مضر صحت اثرات پہ بات کرتے ہوئے ماہر طبیعیات پروفیسر ڈاکٹر عبدلقدیر نے وائس آف امریکہ کو بتایا کہ موبائل فون سے خارج ہونے والی تابکاری اور مائکروویو اوون میں کھانا پکانے اور گرم کرنے کے لئے استعمال ہونے والی تابکاری میں مماثلت ہے۔
Neu, لیکن، ان کی طاقت میں فرق ہوتا ہے۔ 
P,موبائل فون میں بہت کم طاقت کی تابکاری بڑی احتیاط کے ساتھ استعمال ہوتی ہے۔
Neu,یوں موبائل فون کمپنی کے ٹاور کے پاس تو تابکاری زیادہ ہو سکتی ہے۔
P, لیکن، موبائل فون سے نکلنے والی تابکاری نقصان دہ نہیں۔
N,سرطان پہ تحقیق کرنے والے بین الاقوامی ادارے نے موبائل فون سے خارج ہونے والی تابکاری کو انسانوں میں سرطان کا ممکنہ موجب قرار دیا تھا۔
Neu,عالمی ادارہ صحت کا کہنا ہے کہ چونکہ موبائل فون کے اتنے بڑے پیمانے پر استعمال کو بہت زیادہ عرصہ نہیں ہوا ۔
P,اس کے انسانوں میں سرطان اور دوسرے طویل مدتی مضر صحت اثرات کو جاننے کے لئے تحقیق جاری ہے۔
Neu, لیکن، اب تک انسانوں یا جانوروں میں اس کے شواہد نہیں ملے۔
P,عالمی ادارہٴ صحت کا کہنا ہے کہ موبائل فون کا استعمال کم کیا جائے۔
P,کالز کا دورانیہ مختصر رکھا جائے تو موبائل فون سے خارج ہونے والی تابکاری کے ممکنہ مضر صحت اثرات کو کم کیا جا سکتا ہے۔
P, ساتھ ہی ساتھ، ’ہنڈس فری‘ آلے کا استعمال کرنے اور بات کرنے کے لئے ایسی جگہ کا انتخاب کرنے سے کہ جہاں موبائل فون کے سگنلز اچھے ہوں تابکاری سے بچنے میں مدد مل سکتی ہے۔
Neu,کیاتحریر شخصیت کے راز کھول دیتی ہے؟
Neu,عام طور پر دستخط کسی نہ کسی انداز کے بنائو سے ترتیب دیے جاتے ہیں۔
Neu,حضرت انسان بھی عموماً جب گھر کی بے تکلف اور سادہ طرز زندگی کی چہار دیواری سے نکل کر معاشرے میں آتے ہیں۔
P, تو اپنے لباس، سر کے بال، چہرے کے خدوخال کو اس انداز میں مرمت کرکے باہر نکلتے ہیں کہ جیسے وہ اپنے خیال میں گھریلو روز مرہ کے رہن سہن سے بہتر انداز میں دوسروں کو نظر آرہے ہوں۔
P,دستخط کو بھی لکھنے والے کے چہرے کی طرح سمجھیے اور اس کی تحریر کو اس کے باقی جسم کی کیفیت۔
P,یہی وجہ ہے کہ ہر ملک اور زبان کا لکھنے والا اپنے دستخط بھی لاشعوری طور پر اسی انداز میں رقم کرتا ہے جس طرح وہ دوسروں کو ایک خاص شان اور ادا میں سامنے کرنے کا خواہش مند ہوتا ہے۔
Neu, اس میں کسی ملک کے کسی بھی خاص شخصیت کی قید نہیں ہے، چنانچہ مختلف ممالک اور مختلف زبانوں کے رسم الخطوں میں دستخطوں کی آن بان ذیل میں ملاحظہ ہو۔
Neu, ملکوں کے اعتبار سے یہ دستخط ایران، افغانستان، عراق، ترکی، روس، انگلستان، جرمنی، اٹلی، فرانس، امریکہ، پاکستان اور ہندوستان کے لوگوں کے ہیں۔ 
N, شخصیتوں کے لحاظ سے جمال عبدالناصر، جوزف سٹالن ،نپولین، ابراہم لنکن، آلے ساندرومائوسانی، گوئٹے، ڈاکٹر جمیل جالبی، قیوم منصور، غازی مصطفیٰ کمال پاشا، ایچ جی ویلس، حسین ابراہیم حمید، ڈاکٹر ایرج افشار اور رادھا کرشن جیسے لوگوں کے اصل دستخطوں سے نقل کرکے درج کیے گئے ہیں۔
P, عدلیہ، بینک، ڈاک خانہ، پولیس، غرض ہر ملک کے ہر طبقے، فرقے اور محکموں میں اہل معلمہ کے دستخط اس طرح کارآمد ہوتے ہیں۔
Neu,جیسے وہ خود یعنی صاحب دستخط موجود ہو حالانکہ دراصل وہاں تو وہ خود موجود نہیں ہوتا بلکہ اس کے صرف دستخط پیش ہوتے ہیں لیکن وہ اس کی ذات کی طرح سمجھے جاتے ہیں۔
